,node_1,node_2
93337,32792,37887
93336,32792,45039
50582,5293,39179
50583,5293,38840
50584,5293,12907
50585,5293,32941
50586,5293,36308
50587,5293,42470
50588,5293,31974
50589,5293,24129
50590,5293,7780
50591,5293,8695
50556,5293,29528
50593,5293,14522
50594,5293,42830
93335,32792,11621
93334,32792,22061
93333,32792,13459
50555,5293,16662
27035,2649,47197
50557,5293,41647
27063,2649,42103
128102,15851,23409
128101,15851,44296
128100,15851,38722
128099,15851,31144
128098,15851,38721
93307,32792,37786
93306,32792,20835
93305,32792,23942
93304,32792,21635
93303,32792,13732
93302,32792,30720
93301,32792,36417
128097,15851,3157
128096,15851,19450
128095,15851,23298
128103,15851,29533
50558,5293,45514
93308,32792,18331
93317,32792,28180
128109,15851,24611
128108,15851,34003
128107,15851,30436
128106,15851,39089
128105,15851,32941
93318,32792,25648
93316,32792,27569
93309,32792,29442
93315,32792,18623
93314,32792,25102
93313,32792,46258
93312,32792,27242
93311,32792,19243
93310,32792,44613
50571,5293,32465
128094,15851,34393
128093,15851,23411
128067,15851,25508
128073,15851,27615
128072,15851,27613
128071,15851,18632
128070,15851,29163
128069,15851,21025
128068,15851,31974
128066,15851,21406
128075,15851,41283
128065,15851,33007
128064,15851,16434
128063,15851,17628
27068,2649,18998
27067,2649,23234
27066,2649,40434
128074,15851,16681
128076,15851,19533
128092,15851,38558
128085,15851,35801
128091,15851,8794
128090,15851,36490
128089,15851,22484
128088,15851,20744
128087,15851,34940
128086,15851,36183
128084,15851,26625
128077,15851,27643
128083,15851,41773
128082,15851,37570
128081,15851,37485
128080,15851,41872
128079,15851,47504
128078,15851,36627
93319,32792,11157
128104,15851,16786
27062,2649,22507
50559,5293,31616
27053,2649,36096
27052,2649,27396
27051,2649,31599
27050,2649,6672
27049,2649,43928
27048,2649,7010
27047,2649,28453
27043,2649,25159
27055,2649,8842
27044,2649,16022
27045,2649,45174
27046,2649,42131
50560,5293,33949
50561,5293,40452
50562,5293,7085
27061,2649,27466
27054,2649,10813
50563,5293,18632
27056,2649,16381
27058,2649,32780
50564,5293,28553
50565,5293,9114
50566,5293,15851
50567,5293,43301
50570,5293,8323
27060,2649,33017
50568,5293,15614
27059,2649,36347
27057,2649,33094
50569,5293,27613
50119,5247,33234
50117,5247,38577
50118,5247,18654
71576,24389,5903
71578,24389,37888
50085,5247,21502
71579,24389,37884
71580,24389,14967
50084,5247,30496
50116,5247,27448
50086,5247,31895
50087,5247,12203
50088,5247,26704
50089,5247,27801
71577,24389,33419
71550,24389,4644
50115,5247,30741
71553,24389,20699
71552,24389,22700
71551,24389,33061
50114,5247,22771
89973,10291,17356
89974,10291,15365
89975,10291,36441
89976,10291,44302
89977,10291,11743
89978,10291,24822
89980,10291,19756
50111,5247,25626
50112,5247,18506
50113,5247,19910
89979,10291,45991
71567,24389,27031
71575,24389,22296
71561,24389,1250
71563,24389,12694
71556,24389,47107
71557,24389,11957
71558,24389,20028
71562,24389,6163
50090,5247,12557
50091,5247,8588
50092,5247,30084
71560,24389,35736
50099,5247,37662
50093,5247,25277
71581,24389,31374
50094,5247,32457
50095,5247,17024
50096,5247,27615
50097,5247,18086
50098,5247,12518
71559,24389,46714
71564,24389,23549
50100,5247,10874
71574,24389,34527
71566,24389,22660
71573,24389,35983
71554,24389,40245
71555,24389,18632
71572,24389,14568
71571,24389,35556
71570,24389,34410
71569,24389,21933
71568,24389,24723
71565,24389,34377
50101,5247,27016
50109,5247,40774
50108,5247,17039
50107,5247,43917
50106,5247,12610
50105,5247,28896
50104,5247,37626
50103,5247,6580
50102,5247,29857
50120,5247,19421
50110,5247,18726
50126,5247,17217
71591,24389,19049
71582,24389,12102
71583,24389,33423
71584,24389,38318
71585,24389,34028
71586,24389,35718
71587,24389,26325
71588,24389,33755
71589,24389,30620
71590,24389,43887
89972,10291,19030
89945,10291,27883
89971,10291,25344
28877,41153,36795
28876,41153,11834
28875,41153,39643
28874,41153,39567
28873,41153,20789
28872,41153,12757
89970,10291,36644
89969,10291,44511
89939,10291,17304
89944,10291,34287
89967,10291,21809
50128,5247,26287
28845,41153,8878
28846,41153,42825
28847,41153,40607
28848,41153,5023
28849,41153,26557
28850,41153,8925
28851,41153,45155
28852,41153,3874
50129,5247,41262
50127,5247,24496
50121,5247,45555
28862,41153,14593
50125,5247,42059
89935,10291,46568
89936,10291,35737
89937,10291,21478
89938,10291,45514
50124,5247,26470
50123,5247,39290
50122,5247,19567
89968,10291,38970
89966,10291,12832
28843,41153,25033
28856,41153,29049
28870,41153,11221
28869,41153,19292
28868,41153,15365
28867,41153,40334
28866,41153,14517
28865,41153,7455
89949,10291,28501
28854,41153,17453
28855,41153,43972
28857,41153,12352
89950,10291,25586
28858,41153,25165
28864,41153,34847
28859,41153,45744
28860,41153,26458
28861,41153,42741
71592,24389,41062
71593,24389,11223
71594,24389,29711
71595,24389,43089
28871,41153,9566
89951,10291,32714
89965,10291,22171
89962,10291,8696
89964,10291,1424
89940,10291,19670
89941,10291,46926
89942,10291,43154
28853,41153,13133
89946,10291,30452
89947,10291,19384
89948,10291,18162
89963,10291,26009
89961,10291,40078
89943,10291,37702
89960,10291,40774
89959,10291,45638
89958,10291,7811
89957,10291,16889
89956,10291,37347
89955,10291,27392
89954,10291,43271
89953,10291,47504
89952,10291,37910
28844,41153,44522
28863,41153,31970
28838,41153,26297
28836,41153,17276
28841,41153,7715
28840,41153,5855
28839,41153,31261
28837,41153,42513
28842,41153,6804
28835,41153,11939
28834,41153,12808
28833,41153,11758
28832,41153,8585
68102,7425,33131
38716,3947,44371
38715,3947,19761
38714,3947,10887
68110,7425,15120
68111,7425,29132
68106,7425,31914
38712,3947,22739
68107,7425,32941
68103,7425,42470
38711,3947,11186
38710,3947,24191
38717,3947,23339
68104,7425,12907
38718,3947,33806
38719,3947,10974
38720,3947,16826
38721,3947,13539
38722,3947,30791
38708,3947,1771
68105,7425,38840
68121,7425,26488
68120,7425,28754
68119,7425,31610
68118,7425,39809
68117,7425,33935
38709,3947,17318
68097,7425,14738
38707,3947,19009
68088,7425,27615
68077,7425,9893
68078,7425,34292
68079,7425,8455
68080,7425,7982
68081,7425,35474
68082,7425,9368
68083,7425,40501
68084,7425,29533
68085,7425,9114
68086,7425,19533
68087,7425,14963
68089,7425,16710
68101,7425,34299
68090,7425,34003
68091,7425,15851
68092,7425,8952
68093,7425,22950
68094,7425,11410
68095,7425,36620
68096,7425,42273
68115,7425,34509
68098,7425,36627
68099,7425,2244
68100,7425,14525
68116,7425,35892
38713,3947,24276
68114,7425,24111
38742,3947,35968
38724,3947,37568
38725,3947,18253
38726,3947,44769
68112,7425,36490
38739,3947,27394
38740,3947,41592
38741,3947,38596
38743,3947,7786
38723,3947,42899
38744,3947,34741
38745,3947,31485
38746,3947,24492
38747,3947,4430
38748,3947,43453
38749,3947,24084
38751,3947,37531
68113,7425,25580
38750,3947,32364
38733,3947,35715
38728,3947,38301
38732,3947,47189
38734,3947,18944
38735,3947,12332
38736,3947,28787
38737,3947,38408
38738,3947,39546
38731,3947,31075
38729,3947,44073
38730,3947,13432
38727,3947,4320
68109,7425,31974
68108,7425,21692
69095,40388,20028
13342,1246,1413
69094,40388,25766
13346,1246,23810
13345,1246,18439
13344,1246,6580
69093,40388,37857
62612,6758,46733
62613,6758,36881
69092,40388,41194
69096,40388,23459
13343,1246,35776
13327,1246,11585
13341,1246,4835
13332,1246,46253
13328,1246,1567
13329,1246,27801
13325,1246,19753
13330,1246,11843
13331,1246,15834
13324,1246,33350
13323,1246,22314
13333,1246,44479
13326,1246,43857
13334,1246,9953
13335,1246,46827
69097,40388,10696
13337,1246,21565
13338,1246,37662
13339,1246,20170
13340,1246,27016
13336,1246,21257
69099,40388,1250
69098,40388,39002
13365,1246,41030
69087,40388,21644
69091,40388,29734
69090,40388,25796
69088,40388,32890
69089,40388,41243
69107,40388,39595
69108,40388,34527
69109,40388,35836
69110,40388,34436
69111,40388,32119
69112,40388,40908
13364,1246,30584
69113,40388,40126
13347,1246,655
69114,40388,43152
69115,40388,28994
69125,40388,41019
69124,40388,34405
69123,40388,24936
69122,40388,30796
69121,40388,5306
69120,40388,47107
69119,40388,25702
13366,1246,39355
69116,40388,33593
69117,40388,43964
69086,40388,43454
69085,40388,25184
69084,40388,9543
69083,40388,12422
69118,40388,35371
69100,40388,13897
69101,40388,11364
69102,40388,26537
69103,40388,30081
69104,40388,19199
69105,40388,19182
13348,1246,1626
13349,1246,5881
13350,1246,22520
13351,1246,38577
13352,1246,32686
13353,1246,31692
13354,1246,24159
13355,1246,3849
13356,1246,41319
13357,1246,45649
13358,1246,45441
13359,1246,38323
13360,1246,46868
13361,1246,45809
13362,1246,26373
69106,40388,17634
13363,1246,28694
69082,40388,16224
62575,6758,45284
20156,1909,6776
62592,6758,25832
62596,6758,32121
62586,6758,6774
62587,6758,20446
62588,6758,38301
62589,6758,36508
62590,6758,19505
62591,6758,7522
62593,6758,16556
62594,6758,36454
62595,6758,45446
62597,6758,15722
62603,6758,2922
62598,6758,16256
62599,6758,10407
62600,6758,37928
62601,6758,30257
62581,6758,10974
62580,6758,25995
62579,6758,25853
62578,6758,34137
20183,1909,32218
62585,6758,16786
62584,6758,9727
62582,6758,46638
62583,6758,22739
20181,1909,33563
20180,1909,22680
20179,1909,46912
20178,1909,29239
20177,1909,44395
20176,1909,8836
20175,1909,45843
20174,1909,8641
20184,1909,19879
20185,1909,17565
20186,1909,20533
20187,1909,12672
20188,1909,34359
20189,1909,37108
20190,1909,6937
62570,6758,37993
62571,6758,25182
62572,6758,43434
62573,6758,41849
62602,6758,23406
20182,1909,44479
20158,1909,5457
20157,1909,36270
20164,1909,10295
20163,1909,13567
20162,1909,39122
20161,1909,13790
20160,1909,8680
20159,1909,19937
62574,6758,24402
62576,6758,8183
20166,1909,34415
20155,1909,44863
20154,1909,40561
20147,1909,36791
20148,1909,40044
20149,1909,12470
20153,1909,32706
20152,1909,14499
20150,1909,10068
20165,1909,17015
62607,6758,29785
62610,6758,30787
62604,6758,27784
62577,6758,12894
62605,6758,20142
62606,6758,17359
20167,1909,3382
62608,6758,29759
62609,6758,23602
20151,1909,5425
62611,6758,45705
20173,1909,6406
20172,1909,12907
20171,1909,35801
20170,1909,2935
20169,1909,35037
20168,1909,42470
81175,9114,12557
81176,9114,11410
81177,9114,29528
70023,7649,16199
81173,9114,33949
81172,9114,40424
81174,9114,37538
81179,9114,12182
81190,9114,33131
81189,9114,34299
81188,9114,42753
81187,9114,20933
70024,7649,43085
81186,9114,10530
81178,9114,13905
81180,9114,40998
81185,9114,42273
81184,9114,36620
81182,9114,47227
81181,9114,16874
81183,9114,11899
70039,7649,21851
70022,7649,47458
81212,9114,11391
81199,9114,15120
81200,9114,33784
81201,9114,26639
81203,9114,36744
81204,9114,37928
81205,9114,10846
81206,9114,40980
81207,9114,26488
81208,9114,9320
81209,9114,11305
81210,9114,31610
81211,9114,38062
81170,9114,40692
70021,7649,27529
81198,9114,43599
81197,9114,21646
81196,9114,1427
81195,9114,12907
81194,9114,39179
81193,9114,16695
81192,9114,9145
81191,9114,18593
70017,7649,12434
70018,7649,16243
70019,7649,11368
70020,7649,31407
81171,9114,41647
81202,9114,31588
70007,7649,22320
70034,7649,16082
70016,7649,19938
70026,7649,18840
70027,7649,45272
70012,7649,9972
70011,7649,17972
70010,7649,21556
70009,7649,46481
70028,7649,26261
70008,7649,38925
70006,7649,10185
70013,7649,15941
70005,7649,41521
70014,7649,25151
70015,7649,31101
70004,7649,34914
70029,7649,34132
70030,7649,11901
70035,7649,47250
70031,7649,33737
70033,7649,24961
70036,7649,47032
70046,7649,10665
70045,7649,9659
70044,7649,42878
70043,7649,41048
70042,7649,46235
70041,7649,20511
70040,7649,24029
70037,7649,28058
70038,7649,47324
70032,7649,29560
70025,7649,22856
11882,1114,31974
11888,1114,38596
11889,1114,9114
11895,1114,24611
11894,1114,17997
11893,1114,30436
11896,1114,37695
11886,1114,7780
11883,1114,8152
11892,1114,4179
11885,1114,46912
11881,1114,33624
11891,1114,5457
11887,1114,36490
11884,1114,15120
11890,1114,39068
90015,10293,6876
89996,10293,22912
89987,10293,13522
11868,1114,8680
11869,1114,15614
11870,1114,8323
11871,1114,43585
11872,1114,33631
11873,1114,8641
89985,10293,34405
89986,10293,4644
89988,10293,33523
89995,10293,37857
89989,10293,22983
89990,10293,23112
89991,10293,33526
11874,1114,12300
11879,1114,42470
89992,10293,26295
89993,10293,27392
89994,10293,41194
11880,1114,12907
90004,10293,32520
11878,1114,47048
11858,1114,29528
11855,1114,16662
84873,32582,42565
90023,10293,35326
90022,10293,31605
90021,10293,41243
90020,10293,45554
90019,10293,35967
11875,1114,5293
90018,10293,17385
90017,10293,12363
11877,1114,15851
90016,10293,26552
11865,1114,16636
11864,1114,18632
11863,1114,13975
11862,1114,20933
11861,1114,29076
11860,1114,19070
11859,1114,1909
11867,1114,45554
90024,10293,31564
11857,1114,9320
11856,1114,40692
90025,10293,27867
11876,1114,11562
89997,10293,18565
89998,10293,13897
89999,10293,23476
90000,10293,17695
90001,10293,42033
90002,10293,26492
90003,10293,29621
90014,10293,16035
90005,10293,29958
90006,10293,29734
90007,10293,17107
90008,10293,13823
90009,10293,47107
90010,10293,37926
90011,10293,25676
90012,10293,26933
90013,10293,23315
90026,10293,20103
11866,1114,9245
84874,32582,27896
35769,3593,33378
35752,3593,4019
35746,3593,16922
35747,3593,12779
18329,1736,11061
18327,1736,28400
18326,1736,10324
18325,1736,32154
18324,1736,35186
18323,1736,23068
18322,1736,2576
18321,1736,36111
35753,3593,35654
35754,3593,28136
35755,3593,1427
18342,1736,16619
35750,3593,14647
35745,3593,12129
35744,3593,4930
35743,3593,45958
18335,1736,18613
18341,1736,5917
18340,1736,8422
18339,1736,8006
18338,1736,31403
18337,1736,7634
18336,1736,4746
18334,1736,33534
35742,3593,40678
18333,1736,26750
18332,1736,8294
18331,1736,42358
18330,1736,43208
35740,3593,29483
35741,3593,8816
35749,3593,37236
35748,3593,7024
18343,1736,15165
35762,3593,46456
35756,3593,21269
35757,3593,32914
35758,3593,20547
35759,3593,14275
35760,3593,19377
35761,3593,20280
35763,3593,35223
18361,1736,30906
35764,3593,21927
35765,3593,6864
35766,3593,30837
35767,3593,47007
35768,3593,37216
35770,3593,39743
18362,1736,14246
18360,1736,30340
18344,1736,44171
18351,1736,2565
18345,1736,13452
18346,1736,20181
18347,1736,10901
18348,1736,36624
18349,1736,13094
18350,1736,39928
18352,1736,18692
18359,1736,41889
18353,1736,18499
18354,1736,41592
18355,1736,4238
18356,1736,15405
18357,1736,47243
18358,1736,13331
35751,3593,27817
18328,1736,16961
35732,3593,27460
84870,32582,44176
84851,32582,15508
35739,3593,26612
35738,3593,39777
84859,32582,18789
35737,3593,45052
35736,3593,9274
35735,3593,7995
35734,3593,42377
35733,3593,26307
84860,32582,39061
35731,3593,32666
35730,3593,16350
35729,3593,28657
84852,32582,16310
84853,32582,15783
84861,32582,38301
84862,32582,34229
84863,32582,7951
84864,32582,10364
84865,32582,40317
84866,32582,30737
84867,32582,36051
84868,32582,33363
84869,32582,25922
84872,32582,17204
84850,32582,24402
84849,32582,18057
84848,32582,17318
84880,32582,31381
84857,32582,21381
84858,32582,39393
84856,32582,13235
84855,32582,25948
84854,32582,32714
84875,32582,15724
84876,32582,12062
84877,32582,35737
84879,32582,35271
84878,32582,31237
84881,32582,24799
84882,32582,25718
84883,32582,22585
84884,32582,36654
84885,32582,32686
84886,32582,13465
84887,32582,22022
84888,32582,32607
84889,32582,21888
84871,32582,18944
63730,6900,5320
63729,6900,10786
63728,6900,39643
86613,9801,33506
86614,9801,11006
63710,6900,36365
72593,7986,8600
72592,7986,23086
18849,1785,29431
18850,1785,13177
18851,1785,21716
18852,1785,3893
18853,1785,28419
18854,1785,37472
18855,1785,19004
18856,1785,123
18857,1785,46240
72583,7986,36508
72584,7986,32798
72595,7986,17199
72585,7986,33664
72586,7986,23119
72587,7986,23039
72588,7986,17828
72589,7986,30922
72590,7986,46495
72591,7986,17492
72594,7986,11860
72603,7986,20047
72596,7986,30826
63716,6900,26953
18847,1785,6914
63727,6900,37600
63726,6900,30849
63725,6900,34174
63724,6900,20924
63723,6900,23825
63722,6900,43548
63721,6900,6399
63720,6900,41782
63719,6900,42820
63718,6900,23549
63717,6900,44511
63715,6900,19420
63699,6900,26927
63714,6900,15948
63713,6900,23178
63712,6900,30054
63711,6900,14797
63701,6900,45066
63702,6900,7638
63703,6900,7363
63704,6900,32771
63705,6900,24956
63706,6900,28313
63707,6900,25648
63708,6900,37094
63700,6900,15612
63698,6900,27467
72597,7986,32749
63693,6900,29701
72598,7986,25165
72599,7986,30737
72600,7986,18351
72601,7986,42710
72602,7986,32582
63709,6900,38969
72604,7986,20136
72605,7986,39546
86597,9801,11717
63690,6900,38660
63691,6900,46879
63692,6900,30831
63694,6900,16691
63697,6900,45274
63695,6900,15742
63696,6900,27001
72606,7986,18547
72607,7986,10869
72608,7986,34309
72609,7986,11275
72610,7986,46777
72611,7986,15172
72612,7986,6434
72613,7986,30908
72614,7986,21888
72615,7986,30449
18848,1785,37887
86596,9801,26374
18846,1785,6233
18160,1715,9386
18153,1715,36068
18154,1715,32976
18155,1715,27372
18156,1715,26188
18157,1715,29908
18158,1715,31714
18159,1715,28016
18161,1715,23380
18170,1715,27410
18162,1715,5945
18163,1715,13536
86605,9801,31381
86604,9801,14914
86603,9801,28338
86602,9801,39700
86601,9801,33593
18169,1715,44329
18171,1715,47437
86583,9801,42549
86594,9801,30515
18184,1715,46320
18183,1715,24029
18182,1715,25151
18181,1715,27495
18180,1715,17658
18832,1785,25008
86595,9801,28602
18152,1715,20566
18172,1715,45272
18179,1715,10153
18178,1715,44511
18177,1715,13701
18176,1715,45540
18175,1715,40081
18174,1715,30972
18173,1715,14526
86600,9801,45800
18845,1785,39286
18820,1785,31203
18165,1715,16243
18826,1785,8094
18827,1785,9290
18828,1785,9768
18829,1785,5161
18168,1715,18081
18167,1715,39832
18166,1715,17904
18164,1715,253
18821,1785,25552
18830,1785,17337
18831,1785,39880
86586,9801,38147
86585,9801,12388
86584,9801,24203
86580,9801,16362
86581,9801,10974
18825,1785,29552
18824,1785,14829
18823,1785,25900
86587,9801,35983
18822,1785,14780
86593,9801,7951
86592,9801,19775
86591,9801,41959
86590,9801,25178
86599,9801,3150
86589,9801,22147
86598,9801,16041
86574,9801,31950
86575,9801,34405
86576,9801,22133
86577,9801,33526
86578,9801,42061
86579,9801,9235
86588,9801,18485
18185,1715,24529
18186,1715,45744
86606,9801,14858
16249,1539,42817
16256,1539,7983
16255,1539,30172
16254,1539,33219
16253,1539,3562
16252,1539,36235
16251,1539,33537
16250,1539,33925
16248,1539,14791
16258,1539,43734
16247,1539,39649
16246,1539,35179
16245,1539,2387
16244,1539,31434
16243,1539,9173
16242,1539,35646
16241,1539,27386
16257,1539,17906
16259,1539,36287
86607,9801,25397
18837,1785,352
18844,1785,38707
18843,1785,25695
18842,1785,44055
18841,1785,17461
18840,1785,3193
18839,1785,3849
18838,1785,8520
18836,1785,20857
16260,1539,42870
18835,1785,32097
18817,1785,30031
18834,1785,13318
18833,1785,13467
16263,1539,18780
16262,1539,8904
16261,1539,24229
16240,1539,34566
16239,1539,41560
16238,1539,41660
16226,1539,1809
18192,1715,34551
18191,1715,46716
18190,1715,12071
18189,1715,42878
18188,1715,4779
18187,1715,43900
16227,1539,26134
16225,1539,7962
18818,1785,14200
16224,1539,3564
16223,1539,16516
86612,9801,27867
86611,9801,34127
86610,9801,26470
86609,9801,41030
86608,9801,26373
18819,1785,16959
16228,1539,21292
16237,1539,31220
72581,7986,24992
16236,1539,11461
16235,1539,46688
16234,1539,4751
16233,1539,36518
16232,1539,5246
16231,1539,15794
72582,7986,34877
72580,7986,42392
16229,1539,9177
72579,7986,41799
72578,7986,40577
72577,7986,24363
72576,7986,28625
72575,7986,45363
16230,1539,22086
86582,9801,19421
48256,5034,39061
123330,15126,45144
48255,5034,36945
48254,5034,22845
48253,5034,46050
10341,958,19926
10342,958,27413
10343,958,3212
10344,958,21415
10345,958,24690
10346,958,41515
10347,958,36939
10348,958,43606
123329,15126,42080
48258,5034,19812
123331,15126,44018
48257,5034,18297
1293,116,39284
48259,5034,34229
1277,116,46679
1290,116,13328
1289,116,30166
1288,116,24199
1287,116,21178
1286,116,33319
1285,116,28957
1284,116,4014
1283,116,5342
1282,116,18984
1281,116,13896
1280,116,20356
1279,116,47295
1278,116,12086
1276,116,36570
48260,5034,23669
1275,116,19018
1274,116,39060
1273,116,40502
1272,116,27557
1271,116,9827
1270,116,267
1269,116,1355
1268,116,31346
1267,116,11396
1266,116,23990
123322,15126,42014
123323,15126,12165
123333,15126,24068
1291,116,14593
1292,116,24961
1294,116,9244
1295,116,33369
48261,5034,32425
48262,5034,18687
48263,5034,25696
48264,5034,26641
48266,5034,19421
48267,5034,3496
48268,5034,33537
48269,5034,665
48270,5034,37171
48271,5034,32128
48272,5034,36347
48273,5034,27865
48274,5034,8120
48275,5034,23693
48276,5034,36654
48277,5034,31302
48278,5034,45454
1305,116,34913
1304,116,15350
1303,116,17418
1302,116,37740
1301,116,37732
1300,116,26328
1299,116,6053
1298,116,43650
1297,116,31094
1296,116,14614
123332,15126,27105
10360,958,29623
123334,15126,22991
15467,1463,19708
15460,1463,32479
15461,1463,44886
15462,1463,33089
15463,1463,15768
15464,1463,16424
15465,1463,39734
15466,1463,36294
15468,1463,34077
15438,1463,13707
15469,1463,23628
15470,1463,17711
15471,1463,41334
15472,1463,5424
15473,1463,19253
27295,2684,7259
27296,2684,11107
15459,1463,23971
15458,1463,25874
15457,1463,28640
15456,1463,2934
15440,1463,29027
15441,1463,25515
15442,1463,12085
15443,1463,13583
15444,1463,40952
15445,1463,15509
15446,1463,22370
15447,1463,4056
15448,1463,22896
15449,1463,5290
15450,1463,4271
15451,1463,11029
15452,1463,2102
15454,1463,29860
15455,1463,12486
27297,2684,38023
27298,2684,23155
27299,2684,45911
27318,2684,7825
27320,2684,4357
27321,2684,20034
27322,2684,28525
27323,2684,25492
27324,2684,7112
27325,2684,44504
27326,2684,29342
27327,2684,2860
27328,2684,42935
27329,2684,32222
27330,2684,23513
27331,2684,25401
27332,2684,13660
27333,2684,30753
27334,2684,3973
27319,2684,20630
27317,2684,46025
27300,2684,13101
27316,2684,5827
27301,2684,12050
27302,2684,16098
27303,2684,27966
27304,2684,29261
27305,2684,2920
27306,2684,9487
27307,2684,34836
27308,2684,36472
27309,2684,39179
27310,2684,27474
27311,2684,45961
27312,2684,23635
27313,2684,36426
27314,2684,29597
27315,2684,8477
15439,1463,16903
15437,1463,39569
123335,15126,3013
123351,15126,25253
123345,15126,11072
123346,15126,34416
123347,15126,27254
48242,5034,17724
123348,15126,15806
123349,15126,40228
123350,15126,37017
123352,15126,25440
15436,1463,45996
123353,15126,31263
123354,15126,31042
48241,5034,28624
48240,5034,6505
123355,15126,44746
123356,15126,39992
123357,15126,123
123344,15126,32252
123343,15126,19775
123342,15126,24472
123341,15126,17414
123336,15126,42262
123337,15126,46798
48252,5034,43719
48251,5034,43658
48250,5034,43917
48249,5034,20619
48248,5034,8722
48247,5034,25673
48246,5034,5905
48245,5034,39726
48244,5034,21553
48243,5034,20743
123338,15126,26870
123339,15126,45051
123340,15126,47359
48239,5034,24918
10349,958,46284
10350,958,4264
10367,958,34574
10369,958,6694
10370,958,40440
10371,958,34213
10372,958,7507
10373,958,40629
10374,958,1662
10375,958,43715
10376,958,37671
10377,958,12804
10378,958,39187
10379,958,40428
10380,958,2892
123361,15126,44713
15434,1463,4823
15435,1463,2040
10368,958,36540
10366,958,1377
10351,958,22948
10365,958,39410
10352,958,34881
10353,958,3960
10354,958,21069
10355,958,44411
10356,958,15757
10357,958,8738
123358,15126,43887
123359,15126,45732
123360,15126,45947
10358,958,34557
10359,958,43834
10361,958,27753
10362,958,5399
10363,958,6869
10364,958,45248
15453,1463,34974
48265,5034,38897
17910,1699,2139
17907,1699,24503
123325,15126,7393
17904,1699,5332
17895,1699,36053
17896,1699,34131
17897,1699,43911
17898,1699,21246
17899,1699,6797
17900,1699,13934
17901,1699,42248
17906,1699,38047
123327,15126,26475
17905,1699,38096
17934,1699,37036
17902,1699,45570
17903,1699,44375
17919,1699,34416
17918,1699,11742
17917,1699,37807
17916,1699,43013
17915,1699,19733
123326,15126,45396
123324,15126,36800
123328,15126,15138
17913,1699,36821
17909,1699,3832
17908,1699,14638
17911,1699,19984
17933,1699,31923
17932,1699,4248
17931,1699,41893
17930,1699,44194
17929,1699,22537
17928,1699,42873
17927,1699,19917
17914,1699,12948
17926,1699,47021
17925,1699,33316
17924,1699,26946
17923,1699,45768
17922,1699,25829
17921,1699,23676
17912,1699,14696
17920,1699,33829
73545,8094,15642
73544,8094,29059
73547,8094,27995
73543,8094,30034
73542,8094,20139
73541,8094,45286
73546,8094,39333
26286,39480,13333
73548,8094,10317
87185,9893,32941
87179,9893,33155
87180,9893,29163
87181,9893,11899
87182,9893,19533
87183,9893,41441
87184,9893,17699
87186,9893,34003
73549,8094,16959
73540,8094,33765
87188,9893,29949
87189,9893,8323
87190,9893,12694
73551,8094,19756
73550,8094,28683
87187,9893,34292
87195,9893,3157
73539,8094,3849
87199,9893,4416
51158,5356,8417
119577,14570,37732
87211,9893,8794
87210,9893,20564
87209,9893,38062
87208,9893,38558
87207,9893,11619
87206,9893,23409
87205,9893,38234
87204,9893,35892
87203,9893,29919
87202,9893,24129
87201,9893,21499
87200,9893,39249
87198,9893,31974
73538,8094,22100
87197,9893,47537
87196,9893,12907
87177,9893,24319
87194,9893,15851
87193,9893,39440
87192,9893,36308
87191,9893,10433
73531,8094,46381
73532,8094,352
73533,8094,15308
73534,8094,45643
73535,8094,28689
73536,8094,41317
73537,8094,30297
87178,9893,23704
142832,18299,40249
87176,9893,25508
20643,1948,22841
20641,1948,3855
20642,1948,45524
107075,25209,37221
107076,25209,42523
107077,25209,33143
107078,25209,22829
107079,25209,36356
107080,25209,37546
107081,25209,10366
20644,1948,14399
87175,9893,23298
119576,14570,27589
20645,1948,14525
20646,1948,45759
51183,5356,27138
51182,5356,30795
51181,5356,16925
51180,5356,21947
20647,1948,40333
20648,1948,14867
20640,1948,36944
20639,1948,13914
20638,1948,46910
119575,14570,19145
147934,19136,44530
147935,19136,21303
147936,19136,41428
20633,1948,24733
20634,1948,5540
20635,1948,46504
20636,1948,42865
20637,1948,7828
119564,14570,16241
119565,14570,28861
119566,14570,25033
119567,14570,31970
119568,14570,18944
119569,14570,33007
119570,14570,26522
119571,14570,32263
119572,14570,30012
119573,14570,17302
119574,14570,16256
20649,1948,28928
142836,18299,15557
142835,18299,38835
147939,19136,37317
147941,19136,18866
147942,19136,36660
147943,19136,44750
26285,39480,6241
147945,19136,31111
147946,19136,15846
147947,19136,20194
147948,19136,37534
147949,19136,20512
147950,19136,34360
147951,19136,8470
51159,5356,26764
142834,18299,34925
142833,18299,45565
51156,5356,12251
142831,18299,45514
142830,18299,35527
87173,9893,18632
87174,9893,34128
147940,19136,47257
51160,5356,26757
51179,5356,40926
51161,5356,7573
51178,5356,32956
51177,5356,14612
51176,5356,22212
51175,5356,47473
51174,5356,32922
51173,5356,39507
51172,5356,25389
51171,5356,5404
51170,5356,37950
51169,5356,33550
51168,5356,19031
51167,5356,29182
51166,5356,8287
51165,5356,9728
147937,19136,31537
147938,19136,35118
51164,5356,40218
51163,5356,27047
51162,5356,34566
51157,5356,27382
73525,8094,42262
51155,5356,16868
101339,11854,18753
101346,11854,44723
101345,11854,32884
101344,11854,45829
101343,11854,32002
101342,11854,33862
101341,11854,27050
101340,11854,29528
137360,17356,37281
51154,5356,32493
137361,17356,29008
137362,17356,34555
137363,17356,33599
